Transaction,Item,date_time,period_day,weekday_weekend
2473,Cake,02/12/2020 14:48,afternoon,weekday
2474,Tomato sauce,02/12/2020 15:26,afternoon,weekday
2475,Cake,02/12/2020 15:33,afternoon,weekday
2475,Coffee,02/12/2020 15:33,afternoon,weekday
2476,Frozen pizza,02/12/2020 15:42,afternoon,weekday
2477,Frozen pizza,02/12/2020 15:52,afternoon,weekday
2477,Hot chocolate,02/12/2020 15:52,afternoon,weekday
2477,Mineral water,02/12/2020 15:52,afternoon,weekday
2477,Cookies,02/12/2020 15:52,afternoon,weekday
2478,Coffee,02/12/2020 15:55,afternoon,weekday
2478,Tea,02/12/2020 15:55,afternoon,weekday
2478,Frozen pizza,02/12/2020 15:55,afternoon,weekday
2479,Bread,02/12/2020 15:55,afternoon,weekday
2481,Coffee,02/12/2020 16:51,afternoon,weekday
2482,Bread,02/12/2020 18:09,evening,weekday
2486,Butter,03/12/2020 08:30,morning,weekend
2486,Bread,03/12/2020 08:30,morning,weekend
2486,Milk,03/12/2020 08:30,morning,weekend
2487,Bread,03/12/2020 09:14,morning,weekend
2487,Bread,03/12/2020 09:14,morning,weekend
2487,Milk,03/12/2020 09:14,morning,weekend
2488,Coffee,03/12/2020 09:33,morning,weekend
2488,Eggs,03/12/2020 09:33,morning,weekend
2489,butter,03/12/2020 09:35,morning,weekend
2489,Bread,03/12/2020 09:35,morning,weekend
2490,Bread,03/12/2020 09:39,morning,weekend
2491,Yogurt,03/12/2020 09:43,morning,weekend
2492,Frozen pizza,03/12/2020 09:45,morning,weekend
2492,Hot chocolate,03/12/2020 09:45,morning,weekend
2492,Coffee,03/12/2020 09:45,morning,weekend
2492,Coffee,03/12/2020 09:45,morning,weekend
2493,Yogurt,03/12/2020 09:54,morning,weekend
2493,butter,03/12/2020 09:54,morning,weekend
2493,Eggs,03/12/2020 09:54,morning,weekend
2493,Hot chocolate,03/12/2020 09:54,morning,weekend
2493,Coffee,03/12/2020 09:54,morning,weekend
2494,Bread,03/12/2020 09:57,morning,weekend
2495,Bread,03/12/2020 10:01,morning,weekend
2495,Bread,03/12/2020 10:01,morning,weekend
2495,Coffee,03/12/2020 10:01,morning,weekend
2496,Coffee,03/12/2020 10:03,morning,weekend
2496,Milk,03/12/2020 10:03,morning,weekend
2497,Bread,03/12/2020 10:06,morning,weekend
2498,Coffee,03/12/2020 10:07,morning,weekend
2498,Eggs,03/12/2020 10:07,morning,weekend
2498,butter,03/12/2020 10:07,morning,weekend
2499,Bread,03/12/2020 10:08,morning,weekend
2499,Milk,03/12/2020 10:08,morning,weekend
2500,Coffee,03/12/2020 10:10,morning,weekend
2500,Frozen pizza,03/12/2020 10:10,morning,weekend
2501,Coffee,03/12/2020 10:12,morning,weekend
2502,Bread,03/12/2020 10:18,morning,weekend
2503,Bread,03/12/2020 10:38,morning,weekend
2503,butter,03/12/2020 10:38,morning,weekend
2504,Coffee,03/12/2020 10:45,morning,weekend
2504,Bread,03/12/2020 10:45,morning,weekend
2505,Bread,03/12/2020 10:49,morning,weekend
2506,Bread,03/12/2020 10:53,morning,weekend
2507,Coffee,03/12/2020 10:58,morning,weekend
2508,Coffee,03/12/2020 11:03,morning,weekend
2508,Frozen pizza,03/12/2020 11:03,morning,weekend
2509,Cake,03/12/2020 11:04,morning,weekend
2510,Coffee,03/12/2020 11:05,morning,weekend
2511,Bread,03/12/2020 11:08,morning,weekend
2511,Fudge,03/12/2020 11:08,morning,weekend
2512,Eggs,03/12/2020 11:16,morning,weekend
2512,Bread,03/12/2020 11:16,morning,weekend
2512,Yogurt,03/12/2020 11:16,morning,weekend
2513,Rice,03/12/2020 11:18,morning,weekend
2513,Frozen pizza,03/12/2020 11:18,morning,weekend
2514,Coffee,03/12/2020 11:20,morning,weekend
2515,Coffee,03/12/2020 11:21,morning,weekend
2515,coffee sweetner,03/12/2020 11:21,morning,weekend
2515,Frozen pizza,03/12/2020 11:21,morning,weekend
2516,Coffee,03/12/2020 11:22,morning,weekend
2517,Tea,03/12/2020 11:23,morning,weekend
2517,Frozen pizza,03/12/2020 11:23,morning,weekend
2518,Juice,03/12/2020 11:27,morning,weekend
2518,Tea,03/12/2020 11:27,morning,weekend
2518,Cake,03/12/2020 11:27,morning,weekend
2519,Coffee,03/12/2020 11:30,morning,weekend
2519,Fresh vegetables,03/12/2020 11:30,morning,weekend
2519,Fudge,03/12/2020 11:30,morning,weekend
2519,Butter,03/12/2020 11:30,morning,weekend
2520,Bread,03/12/2020 11:31,morning,weekend
2521,Coffee,03/12/2020 11:38,morning,weekend
2521,Eggs,03/12/2020 11:38,morning,weekend
2522,Tea,03/12/2020 11:41,morning,weekend
2522,Bread,03/12/2020 11:41,morning,weekend
2522,Bread,03/12/2020 11:41,morning,weekend
2523,Coke,03/12/2020 11:45,morning,weekend
2524,Coffee,03/12/2020 11:50,morning,weekend
2524,Eggs,03/12/2020 11:50,morning,weekend
2525,Bread,03/12/2020 11:58,morning,weekend
2526,Tomato sauce,03/12/2020 12:24,afternoon,weekend
2526,Bread,03/12/2020 12:24,afternoon,weekend
2527,Coffee,03/12/2020 12:34,afternoon,weekend
2527,Bread,03/12/2020 12:34,afternoon,weekend
2527,Tea,03/12/2020 12:34,afternoon,weekend
2527,butter,03/12/2020 12:34,afternoon,weekend
2527,Cake,03/12/2020 12:34,afternoon,weekend
2528,Sandwich,03/12/2020 12:43,afternoon,weekend
2529,Hot chocolate,03/12/2020 12:45,afternoon,weekend
2530,Coffee,03/12/2020 12:47,afternoon,weekend
2530,Sandwich,03/12/2020 12:47,afternoon,weekend
2530,Sandwich,03/12/2020 12:47,afternoon,weekend
2532,Sandwich,03/12/2020 12:50,afternoon,weekend
2532,Tea,03/12/2020 12:50,afternoon,weekend
2532,Coffee,03/12/2020 12:50,afternoon,weekend
2533,Coffee,03/12/2020 12:55,afternoon,weekend
2533,Frozen pizza,03/12/2020 12:55,afternoon,weekend
2534,Cake,03/12/2020 12:56,afternoon,weekend
2535,Bread,03/12/2020 13:10,afternoon,weekend
2535,Cookies,03/12/2020 13:10,afternoon,weekend
2536,Coffee,03/12/2020 13:17,afternoon,weekend
2536,Sandwich,03/12/2020 13:17,afternoon,weekend
2537,Cake,03/12/2020 13:18,afternoon,weekend
2537,Frozen pizza,03/12/2020 13:18,afternoon,weekend
2537,Coffee,03/12/2020 13:18,afternoon,weekend
2538,Mineral water,03/12/2020 13:21,afternoon,weekend
2538,Bread,03/12/2020 13:21,afternoon,weekend
2539,Coffee,03/12/2020 13:26,afternoon,weekend
2539,Bread,03/12/2020 13:26,afternoon,weekend
2540,Rice,03/12/2020 13:28,afternoon,weekend
2540,Cake,03/12/2020 13:28,afternoon,weekend
2540,Frozen pizza,03/12/2020 13:28,afternoon,weekend
2541,Tea,03/12/2020 13:38,afternoon,weekend
2541,Frozen pizza,03/12/2020 13:38,afternoon,weekend
2543,Rice,03/12/2020 13:45,afternoon,weekend
2543,butter,03/12/2020 13:45,afternoon,weekend
2545,Rice,03/12/2020 13:53,afternoon,weekend
2545,Cake,03/12/2020 13:53,afternoon,weekend
2545,Coffee,03/12/2020 13:53,afternoon,weekend
2545,Coffee,03/12/2020 13:53,afternoon,weekend
2546,Cake,03/12/2020 14:03,afternoon,weekend
2547,Tea,03/12/2020 14:05,afternoon,weekend
2547,Bread,03/12/2020 14:05,afternoon,weekend
2547,Frozen pizza,03/12/2020 14:05,afternoon,weekend
2547,Cake,03/12/2020 14:05,afternoon,weekend
2548,Coffee,03/12/2020 14:07,afternoon,weekend
2548,Eggs,03/12/2020 14:07,afternoon,weekend
2549,Butter,03/12/2020 14:12,afternoon,weekend
2549,Fudge,03/12/2020 14:12,afternoon,weekend
2550,Frozen pizza,03/12/2020 14:13,afternoon,weekend
2550,butter,03/12/2020 14:13,afternoon,weekend
2551,Fudge,03/12/2020 14:21,afternoon,weekend
2551,Hot chocolate,03/12/2020 14:21,afternoon,weekend
2552,Cake,03/12/2020 14:28,afternoon,weekend
2552,Sandwich,03/12/2020 14:28,afternoon,weekend
2552,Sandwich,03/12/2020 14:28,afternoon,weekend
2552,Juice,03/12/2020 14:28,afternoon,weekend
2552,Coffee,03/12/2020 14:28,afternoon,weekend
2552,Coffee,03/12/2020 14:28,afternoon,weekend
2552,Sandwich,03/12/2020 14:28,afternoon,weekend
2553,Bread,03/12/2020 14:29,afternoon,weekend
2554,Juice,03/12/2020 14:34,afternoon,weekend
2554,Coffee,03/12/2020 14:34,afternoon,weekend
2554,Coffee,03/12/2020 14:34,afternoon,weekend
2555,Frozen pizza,03/12/2020 14:37,afternoon,weekend
2555,Bread,03/12/2020 14:37,afternoon,weekend
2555,Coffee,03/12/2020 14:37,afternoon,weekend
2555,Hot chocolate,03/12/2020 14:37,afternoon,weekend
2556,Coffee,03/12/2020 14:41,afternoon,weekend
2556,Frozen pizza,03/12/2020 14:41,afternoon,weekend
2556,Rice,03/12/2020 14:41,afternoon,weekend
2556,Hot chocolate,03/12/2020 14:41,afternoon,weekend
2557,Bread,03/12/2020 14:47,afternoon,weekend
2558,Eggs,03/12/2020 14:50,afternoon,weekend
2559,Cake,03/12/2020 14:55,afternoon,weekend
2559,coffee sweetner,03/12/2020 14:55,afternoon,weekend
2560,Hot chocolate,03/12/2020 14:57,afternoon,weekend
2561,Coffee,03/12/2020 15:17,afternoon,weekend
2561,Coffee,03/12/2020 15:17,afternoon,weekend
2562,Coffee,03/12/2020 15:25,afternoon,weekend
2563,Coffee,03/12/2020 15:37,afternoon,weekend
2563,Tea,03/12/2020 15:37,afternoon,weekend
2564,Butter,03/12/2020 15:39,afternoon,weekend
2564,Cake,03/12/2020 15:39,afternoon,weekend
2564,Bread,03/12/2020 15:39,afternoon,weekend
2564,Coffee,03/12/2020 15:39,afternoon,weekend
2565,Coffee,03/12/2020 15:42,afternoon,weekend
2566,Tea,03/12/2020 15:43,afternoon,weekend
2566,Frozen pizza,03/12/2020 15:43,afternoon,weekend
2567,Bread,03/12/2020 15:45,afternoon,weekend
2568,Bread,03/12/2020 15:46,afternoon,weekend
2569,Smoothies,03/12/2020 15:48,afternoon,weekend
2569,Rice,03/12/2020 15:48,afternoon,weekend
2569,Hot chocolate,03/12/2020 15:48,afternoon,weekend
2569,Toast,03/12/2020 15:48,afternoon,weekend
2570,coffee sweetner,03/12/2020 15:50,afternoon,weekend
2570,Rice,03/12/2020 15:50,afternoon,weekend
2570,Eggs,03/12/2020 15:50,afternoon,weekend
2571,Bread,03/12/2020 16:03,afternoon,weekend
2571,Coffee,03/12/2020 16:03,afternoon,weekend
2571,Frozen pizza,03/12/2020 16:03,afternoon,weekend
2572,Tea,03/12/2020 16:08,afternoon,weekend
2572,Juice,03/12/2020 16:08,afternoon,weekend
2573,Coffee,03/12/2020 16:13,afternoon,weekend
2573,Coffee,03/12/2020 16:13,afternoon,weekend
2573,Bread,03/12/2020 16:13,afternoon,weekend
2574,butter,03/12/2020 16:16,afternoon,weekend
2575,Bread,03/12/2020 16:22,afternoon,weekend
2575,Tea,03/12/2020 16:22,afternoon,weekend
2575,butter,03/12/2020 16:22,afternoon,weekend
2576,Coffee,03/12/2020 16:37,afternoon,weekend
2576,Eggs,03/12/2020 16:37,afternoon,weekend
2577,Coffee,04/12/2020 09:23,morning,weekend
2577,Eggs,04/12/2020 09:23,morning,weekend
2578,Bread,04/12/2020 09:25,morning,weekend
2579,butter,04/12/2020 10:13,morning,weekend
2579,Bread,04/12/2020 10:13,morning,weekend
2580,Bread,04/12/2020 10:14,morning,weekend
2580,Toast,04/12/2020 10:14,morning,weekend
2581,Bread,04/12/2020 10:33,morning,weekend
2581,Eggs,04/12/2020 10:33,morning,weekend
2581,Toast,04/12/2020 10:33,morning,weekend
2582,Coffee,04/12/2020 10:48,morning,weekend
2582,Frozen pizza,04/12/2020 10:48,morning,weekend
2582,butter,04/12/2020 10:48,morning,weekend
2583,Coffee,04/12/2020 10:51,morning,weekend
2583,Tea,04/12/2020 10:51,morning,weekend
2583,Rice,04/12/2020 10:51,morning,weekend
2583,Rice,04/12/2020 10:51,morning,weekend
2584,Coffee,04/12/2020 10:52,morning,weekend
2584,Toast,04/12/2020 10:52,morning,weekend
2585,Coffee,04/12/2020 10:54,morning,weekend
2585,Coffee,04/12/2020 10:54,morning,weekend
2585,Eggs,04/12/2020 10:54,morning,weekend
2585,butter,04/12/2020 10:54,morning,weekend
2586,Bread,04/12/2020 11:07,morning,weekend
2586,Ella's Kitchen Pouches,04/12/2020 11:07,morning,weekend
2587,Coffee,04/12/2020 11:24,morning,weekend
2587,Toast,04/12/2020 11:24,morning,weekend
2588,Bread,04/12/2020 11:35,morning,weekend
2588,Eggs,04/12/2020 11:35,morning,weekend
2589,Hot chocolate,04/12/2020 11:47,morning,weekend
2589,Tea,04/12/2020 11:47,morning,weekend
2590,Bread,04/12/2020 11:49,morning,weekend
2590,Rice,04/12/2020 11:49,morning,weekend
2591,Coffee,04/12/2020 11:53,morning,weekend
2591,Bread,04/12/2020 11:53,morning,weekend
2591,Coffee,04/12/2020 11:53,morning,weekend
2592,Yogurt,04/12/2020 11:56,morning,weekend
2593,Coffee,04/12/2020 11:57,morning,weekend
2593,Coffee,04/12/2020 11:57,morning,weekend
2594,Bread,04/12/2020 12:04,afternoon,weekend
2594,coffee sweetner,04/12/2020 12:04,afternoon,weekend
2594,Cookies,04/12/2020 12:04,afternoon,weekend
2595,Coffee,04/12/2020 12:06,afternoon,weekend
2595,Eggs,04/12/2020 12:06,afternoon,weekend
2595,butter,04/12/2020 12:06,afternoon,weekend
2595,coffee sweetner,04/12/2020 12:06,afternoon,weekend
2596,Bread,04/12/2020 12:13,afternoon,weekend
2596,Coffee,04/12/2020 12:13,afternoon,weekend
2597,Bread,04/12/2020 12:31,afternoon,weekend
2598,Coffee,04/12/2020 12:33,afternoon,weekend
2598,Tomato sauce,04/12/2020 12:33,afternoon,weekend
2599,Coffee,04/12/2020 12:35,afternoon,weekend
2599,Fudge,04/12/2020 12:35,afternoon,weekend
2599,Fudge,04/12/2020 12:35,afternoon,weekend
2599,Bread,04/12/2020 12:35,afternoon,weekend
2600,Bread,04/12/2020 12:40,afternoon,weekend
2601,Coffee,04/12/2020 12:46,afternoon,weekend
2601,Bread,04/12/2020 12:46,afternoon,weekend
2602,Bread,04/12/2020 12:47,afternoon,weekend
2603,Coffee,04/12/2020 13:11,afternoon,weekend
2603,Eggs,04/12/2020 13:11,afternoon,weekend
2603,Crepes,04/12/2020 13:11,afternoon,weekend
2603,coffee sweetner,04/12/2020 13:11,afternoon,weekend
2604,Coffee,04/12/2020 13:14,afternoon,weekend
2604,Coffee,04/12/2020 13:14,afternoon,weekend
2604,Cake,04/12/2020 13:14,afternoon,weekend
2605,Bread,04/12/2020 13:15,afternoon,weekend
2605,Coffee,04/12/2020 13:15,afternoon,weekend
2605,Cake,04/12/2020 13:15,afternoon,weekend
2605,Cookies,04/12/2020 13:15,afternoon,weekend
2606,Coffee,04/12/2020 13:18,afternoon,weekend
2607,Bread,04/12/2020 13:21,afternoon,weekend
2608,Yogurt,04/12/2020 13:50,afternoon,weekend
2609,Bread,04/12/2020 13:58,afternoon,weekend
2610,Coffee,04/12/2020 14:03,afternoon,weekend
2610,Eggs,04/12/2020 14:03,afternoon,weekend
2611,Hot chocolate,04/12/2020 14:07,afternoon,weekend
2611,Tea,04/12/2020 14:07,afternoon,weekend
2611,Coffee,04/12/2020 14:07,afternoon,weekend
2611,Coffee,04/12/2020 14:07,afternoon,weekend
2611,Cake,04/12/2020 14:07,afternoon,weekend
2612,Tea,04/12/2020 14:12,afternoon,weekend
2612,Hot chocolate,04/12/2020 14:12,afternoon,weekend
2612,Tomato sauce,04/12/2020 14:12,afternoon,weekend
2613,Hot chocolate,04/12/2020 14:16,afternoon,weekend
2613,Hot chocolate,04/12/2020 14:16,afternoon,weekend
2613,Hot chocolate,04/12/2020 14:16,afternoon,weekend
2614,Coffee,04/12/2020 14:27,afternoon,weekend
2614,Coffee,04/12/2020 14:27,afternoon,weekend
2614,Coffee,04/12/2020 14:27,afternoon,weekend
2614,Sandwich,04/12/2020 14:27,afternoon,weekend
2614,Crepes,04/12/2020 14:27,afternoon,weekend
2615,Bread,04/12/2020 14:32,afternoon,weekend
2615,Crepes,04/12/2020 14:32,afternoon,weekend
2616,Bread,04/12/2020 14:40,afternoon,weekend
2616,Rice,04/12/2020 14:40,afternoon,weekend
2616,Cake,04/12/2020 14:40,afternoon,weekend
2616,Coffee,04/12/2020 14:40,afternoon,weekend
2616,Eggs,04/12/2020 14:40,afternoon,weekend
2617,Coffee,04/12/2020 14:41,afternoon,weekend
2618,Bread,04/12/2020 14:46,afternoon,weekend
2618,Coffee,04/12/2020 14:46,afternoon,weekend
2618,Cookies,04/12/2020 14:46,afternoon,weekend
2619,Eggs,04/12/2020 14:50,afternoon,weekend
2619,Crepes,04/12/2020 14:50,afternoon,weekend
2620,Rice,04/12/2020 14:52,afternoon,weekend
2621,Eggs,04/12/2020 14:54,afternoon,weekend
2621,Tea,04/12/2020 14:54,afternoon,weekend
2622,butter,04/12/2020 15:02,afternoon,weekend
2623,Tea,04/12/2020 15:41,afternoon,weekend
2624,Coffee,04/12/2020 15:46,afternoon,weekend
2624,Frozen pizza,04/12/2020 15:46,afternoon,weekend
2624,Coffee,04/12/2020 15:46,afternoon,weekend
2625,Bread,04/12/2020 16:12,afternoon,weekend
2625,Coffee,04/12/2020 16:12,afternoon,weekend
2625,Coffee,04/12/2020 16:12,afternoon,weekend
2625,Coffee,04/12/2020 16:12,afternoon,weekend
2626,Tomato sauce,04/12/2020 16:15,afternoon,weekend
2626,Tea,04/12/2020 16:15,afternoon,weekend
2627,Cookies,04/12/2020 16:19,afternoon,weekend
2627,Cookies,04/12/2020 16:19,afternoon,weekend
2628,Coffee,05/12/2020 08:25,morning,weekday
2629,Bread,05/12/2020 08:35,morning,weekday
2630,Coffee,05/12/2020 08:36,morning,weekday
2630,Bread,05/12/2020 08:36,morning,weekday
2630,Toast,05/12/2020 08:36,morning,weekday
2630,butter,05/12/2020 08:36,morning,weekday
2631,Coffee,05/12/2020 09:04,morning,weekday
2632,Rice,05/12/2020 09:09,morning,weekday
2633,Bread,05/12/2020 09:19,morning,weekday
2634,Yogurt,05/12/2020 09:20,morning,weekday
2635,Coffee,05/12/2020 09:22,morning,weekday
2636,Bread,05/12/2020 09:24,morning,weekday
2637,Bread,05/12/2020 09:25,morning,weekday
2638,Tea,05/12/2020 09:28,morning,weekday
2638,Coffee,05/12/2020 09:28,morning,weekday
2638,butter,05/12/2020 09:28,morning,weekday
2638,coffee sweetner,05/12/2020 09:28,morning,weekday
2639,Coffee,05/12/2020 09:33,morning,weekday
2639,Coffee,05/12/2020 09:33,morning,weekday
2639,Toast,05/12/2020 09:33,morning,weekday
2639,Eggs,05/12/2020 09:33,morning,weekday
2640,Coffee,05/12/2020 09:33,morning,weekday
2641,Juice,05/12/2020 09:42,morning,weekday
2641,Tea,05/12/2020 09:42,morning,weekday
2641,Bread,05/12/2020 09:42,morning,weekday
2641,Eggs,05/12/2020 09:42,morning,weekday
2642,Eggs,05/12/2020 09:45,morning,weekday
2642,Coffee,05/12/2020 09:45,morning,weekday
2642,Toast,05/12/2020 09:45,morning,weekday
2643,butter,05/12/2020 09:46,morning,weekday
2643,Tea,05/12/2020 09:46,morning,weekday
2644,Yogurt,05/12/2020 09:51,morning,weekday
2645,Coffee,05/12/2020 10:07,morning,weekday
2645,Coffee,05/12/2020 10:07,morning,weekday
2646,Coffee,05/12/2020 10:14,morning,weekday
2647,Coffee,05/12/2020 10:40,morning,weekday
2647,Coffee,05/12/2020 10:40,morning,weekday
2647,Rice,05/12/2020 10:40,morning,weekday
2648,Coffee,05/12/2020 10:41,morning,weekday
2649,Coffee,05/12/2020 10:42,morning,weekday
2649,Rice,05/12/2020 10:42,morning,weekday
2650,Coffee,05/12/2020 10:52,morning,weekday
2650,Sandwich,05/12/2020 10:52,morning,weekday
2651,Dulce de Leche,05/12/2020 10:56,morning,weekday
2651,Bread,05/12/2020 10:56,morning,weekday
2651,Coffee,05/12/2020 10:56,morning,weekday
2651,butter,05/12/2020 10:56,morning,weekday
2651,Bread,05/12/2020 10:56,morning,weekday
2652,Butter,05/12/2020 10:58,morning,weekday
2653,Coffee,05/12/2020 11:04,morning,weekday
2653,Coffee,05/12/2020 11:04,morning,weekday
2653,Eggs,05/12/2020 11:04,morning,weekday
2654,Cookies,05/12/2020 11:09,morning,weekday
2654,Coffee,05/12/2020 11:09,morning,weekday
2654,butter,05/12/2020 11:09,morning,weekday
2655,Yogurt,05/12/2020 12:14,afternoon,weekday
2656,Coffee,05/12/2020 12:26,afternoon,weekday
2657,Coffee,05/12/2020 12:33,afternoon,weekday
2659,Bread,05/12/2020 12:51,afternoon,weekday
2659,butter,05/12/2020 12:51,afternoon,weekday
2660,Juice,05/12/2020 12:56,afternoon,weekday
2660,Sandwich,05/12/2020 12:56,afternoon,weekday
2661,Coffee,05/12/2020 12:58,afternoon,weekday
2661,Coffee,05/12/2020 12:58,afternoon,weekday
2661,coffee sweetner,05/12/2020 12:58,afternoon,weekday
2662,Coffee,05/12/2020 13:11,afternoon,weekday
2662,Sandwich,05/12/2020 13:11,afternoon,weekday
2663,Bread,05/12/2020 13:30,afternoon,weekday
2664,Bread,05/12/2020 13:31,afternoon,weekday
2665,Bread,05/12/2020 13:40,afternoon,weekday
2665,Tea,05/12/2020 13:40,afternoon,weekday
2665,Eggs,05/12/2020 13:40,afternoon,weekday
2666,Coffee,05/12/2020 13:46,afternoon,weekday
2666,Rice,05/12/2020 13:46,afternoon,weekday
2667,Cake,05/12/2020 13:50,afternoon,weekday
2667,Tea,05/12/2020 13:50,afternoon,weekday
2668,Cookies,05/12/2020 13:52,afternoon,weekday
2668,Coffee,05/12/2020 13:52,afternoon,weekday
2669,Canned beans,05/12/2020 14:04,afternoon,weekday
2669,Coke,05/12/2020 14:04,afternoon,weekday
2670,Coffee,05/12/2020 14:12,afternoon,weekday
2670,Coffee,05/12/2020 14:12,afternoon,weekday
2670,Rice,05/12/2020 14:12,afternoon,weekday
2670,Sandwich,05/12/2020 14:12,afternoon,weekday
2671,coffee sweetner,05/12/2020 14:15,afternoon,weekday
2672,coffee sweetner,05/12/2020 14:30,afternoon,weekday
2673,Sandwich,05/12/2020 14:39,afternoon,weekday
2673,Coffee,05/12/2020 14:39,afternoon,weekday
2674,Hot chocolate,05/12/2020 14:43,afternoon,weekday
2674,Coffee,05/12/2020 14:43,afternoon,weekday
2674,Rice,05/12/2020 14:43,afternoon,weekday
2674,Sandwich,05/12/2020 14:43,afternoon,weekday
2675,Rice,05/12/2020 14:48,afternoon,weekday
2676,Coffee,05/12/2020 15:00,afternoon,weekday
2676,Tea,05/12/2020 15:00,afternoon,weekday
2676,Bread,05/12/2020 15:00,afternoon,weekday
2677,Coffee,05/12/2020 15:01,afternoon,weekday
2678,Bread,05/12/2020 15:13,afternoon,weekday
2678,Eggs,05/12/2020 15:13,afternoon,weekday
2678,Cookies,05/12/2020 15:13,afternoon,weekday
2678,Tea,05/12/2020 15:13,afternoon,weekday
2679,Coffee,05/12/2020 15:27,afternoon,weekday
2680,Coffee,05/12/2020 15:45,afternoon,weekday
2680,Bread,05/12/2020 15:45,afternoon,weekday
2680,Coffee,05/12/2020 15:45,afternoon,weekday
2681,coffee sweetner,05/12/2020 16:23,afternoon,weekday
2681,coffee sweetner,05/12/2020 16:23,afternoon,weekday
2681,Coffee,05/12/2020 16:23,afternoon,weekday
2681,Sandwich,05/12/2020 16:23,afternoon,weekday
2681,Sandwich,05/12/2020 16:23,afternoon,weekday
2681,Bread,05/12/2020 16:23,afternoon,weekday
2682,Coffee,05/12/2020 16:53,afternoon,weekday
2682,Coffee,05/12/2020 16:53,afternoon,weekday
2682,Bread,05/12/2020 16:53,afternoon,weekday
2682,Cookies,05/12/2020 16:53,afternoon,weekday
2682,Eggs,05/12/2020 16:53,afternoon,weekday
2682,Coffee,05/12/2020 16:53,afternoon,weekday
2683,Coffee,06/12/2020 08:11,morning,weekday
2683,Cookies,06/12/2020 08:11,morning,weekday
2684,Yogurt,06/12/2020 08:26,morning,weekday
2685,Coffee,06/12/2020 08:58,morning,weekday
2686,Coke,06/12/2020 09:20,morning,weekday
2687,Coffee,06/12/2020 09:26,morning,weekday
2687,Bread,06/12/2020 09:26,morning,weekday
2688,butter,06/12/2020 09:27,morning,weekday
2688,Bread,06/12/2020 09:27,morning,weekday
2689,Coffee,06/12/2020 09:48,morning,weekday
2690,Hot chocolate,06/12/2020 09:50,morning,weekday
2690,coffee sweetner,06/12/2020 09:50,morning,weekday
2690,Bread,06/12/2020 09:50,morning,weekday
2690,Rice,06/12/2020 09:50,morning,weekday
2691,Coffee,06/12/2020 09:51,morning,weekday
2692,Bread,06/12/2020 09:51,morning,weekday
2693,Coffee,06/12/2020 09:52,morning,weekday
2693,Coffee,06/12/2020 09:52,morning,weekday
2694,Coffee,06/12/2020 09:53,morning,weekday
2694,Coffee,06/12/2020 09:53,morning,weekday
2694,Eggs,06/12/2020 09:53,morning,weekday
2695,Coffee,06/12/2020 09:54,morning,weekday
2696,butter,06/12/2020 10:15,morning,weekday
2696,Eggs,06/12/2020 10:15,morning,weekday
2696,Bread,06/12/2020 10:15,morning,weekday
2697,Rice,06/12/2020 10:18,morning,weekday
2697,Coffee,06/12/2020 10:18,morning,weekday
2697,Coffee,06/12/2020 10:18,morning,weekday
2698,Bread,06/12/2020 10:25,morning,weekday
2699,Bread,06/12/2020 10:28,morning,weekday
2700,Bread,06/12/2020 10:30,morning,weekday
2700,Coffee,06/12/2020 10:30,morning,weekday
2701,Bread,06/12/2020 10:45,morning,weekday
2701,Tea,06/12/2020 10:45,morning,weekday
2702,Bread,06/12/2020 10:49,morning,weekday
2702,Cookies,06/12/2020 10:49,morning,weekday
2702,Rice,06/12/2020 10:49,morning,weekday
2703,Tea,06/12/2020 10:52,morning,weekday
2703,Coffee,06/12/2020 10:52,morning,weekday
2704,Eggs,06/12/2020 10:54,morning,weekday
2704,butter,06/12/2020 10:54,morning,weekday
2704,Bread,06/12/2020 10:54,morning,weekday
2705,Coffee,06/12/2020 10:55,morning,weekday
2705,coffee sweetner,06/12/2020 10:55,morning,weekday
2706,Toast,06/12/2020 10:57,morning,weekday
2707,Coffee,06/12/2020 10:59,morning,weekday
2708,Tea,06/12/2020 11:03,morning,weekday
2709,Hot chocolate,06/12/2020 11:07,morning,weekday
2709,Eggs,06/12/2020 11:07,morning,weekday
2710,Coffee,06/12/2020 11:07,morning,weekday
2710,butter,06/12/2020 11:07,morning,weekday
2711,Coffee,06/12/2020 11:08,morning,weekday
2712,Cake,06/12/2020 11:21,morning,weekday
2712,Bread,06/12/2020 11:21,morning,weekday
2713,Cake,06/12/2020 11:23,morning,weekday
2713,Coffee,06/12/2020 11:23,morning,weekday
2714,Coffee,06/12/2020 11:45,morning,weekday
2714,Hot chocolate,06/12/2020 11:45,morning,weekday
2714,butter,06/12/2020 11:45,morning,weekday
2715,Tea,06/12/2020 12:02,afternoon,weekday
2716,Bread,06/12/2020 12:07,afternoon,weekday
2717,Tea,06/12/2020 12:11,afternoon,weekday
2718,Bread,06/12/2020 12:24,afternoon,weekday
2718,Yogurt,06/12/2020 12:24,afternoon,weekday
2719,Coffee,06/12/2020 12:24,afternoon,weekday
2720,Bread,06/12/2020 12:35,afternoon,weekday
2721,Bread,06/12/2020 12:39,afternoon,weekday
2722,Bread,06/12/2020 12:44,afternoon,weekday
2722,Cookies,06/12/2020 12:44,afternoon,weekday
2723,Coffee,06/12/2020 12:47,afternoon,weekday
2723,Bread,06/12/2020 12:47,afternoon,weekday
2724,Cookies,06/12/2020 12:50,afternoon,weekday
