Transaction,Item
1728,Bread
1729,Coffee
1729,Coffee
1730,Bread
1731,Hot chocolate
1731,Coffee
1731,Cake
1732,Coffee
1732,Bread
1733,Milk
1733,butter
1733,Juice
1734,Bread
1734,Coffee
1735,Bread
1736,Yogurt
1736,butter
1736,butter
1736,Eggs
1737,coffee sweetner
1737,coffee sweetner
1737,Coffee
1737,Coffee
1738,Bread
1739,Keeping It Local
1739,Coffee
1739,Coffee
1740,Milk
1740,butter
1740,Hot chocolate
1740,Coffee
1740,Bread
1741,Bread
1742,Bread
1742,Coffee
1743,butter
1743,Coffee
1744,Smoothies
1744,Keeping It Local
1744,Coffee
1745,Coffee
1745,Coffee
1746,butter
1746,Eggs
1747,Tea
1747,Cake
1748,Cake
1748,Mineral water
1749,Yogurt
1749,Cake
1749,Eggs
1749,Tea
1749,Coffee
1750,Hot chocolate
1750,Coffee
1750,Bread
1751,Bread
1752,coffee sweetner
1752,Cake
1752,Coffee
1752,Sandwich
1752,Sandwich
1752,Cooking oil
1753,Yogurt
1754,Butter
1755,Bread
1755,Coffee
1755,Cake
1756,Bread
1756,Coffee
1757,Fresh vegetables
1758,Bread
1758,Eggs
1758,Yogurt
1759,Bread
1759,Sugar
1759,Cake
1760,Cake
1760,Mineral water
1760,coffee sweetner
1760,Coffee
1760,Coffee
1761,Bread
1762,Coffee
1762,Coffee
1763,Bread
1763,Butter
1764,Sugar
1765,Coffee
1765,Sandwich
1765,Mineral water
1767,Coffee
1767,Coffee
1768,Bread
1769,Bread
1769,Mineral water
1770,Yogurt
1771,Eggs
1771,Coffee
1772,Juice
1772,Cookies
1772,coffee sweetner
1772,Coffee
1772,Focaccia
1773,Bread
1774,Sandwich
1774,Sandwich
1774,Sugar
1775,coffee sweetner
1775,Bread
1775,Cooking oil
1775,Juice
1776,Bread
1777,Fudge
1777,Dulce de Leche
1777,Coffee
1777,Cake
1777,Sugar
1778,Hot chocolate
1778,Coffee
1778,Cake
1779,Coffee
1779,Eggs
1779,coffee sweetner
1780,Coffee
1780,Keeping It Local
1780,Yogurt
1781,Bread
1782,Eggs
1782,Tomato sauce
1783,Cake
1783,Bread
1783,Tea
1783,Tomato sauce
1784,Bread
1785,Coffee
1785,Sugar
1786,Coffee
1786,Bread
1787,Eggs
1787,Sugar
1787,Tea
1788,Bread
1788,Milk
1789,Eggs
1789,Hot chocolate
1789,Cake
1789,coffee sweetner
1789,Tomato sauce
1790,Sugar
1790,Eggs
1790,Coffee
1791,Coffee
1791,Eggs
1791,Tomato sauce
1792,Cake
1792,Tea
1793,Mineral water
1793,Hot chocolate
1793,Cookies
1793,Cake
1794,Cookies
1795,Bread
1796,Hot chocolate
1796,Cake
1797,Tomato sauce
1797,Yogurt
1797,Bread
1798,Tea
1799,Yogurt
1800,Coffee
1801,Coffee
1802,Bread
1803,Coffee
1804,Coffee
1805,Bread
1805,butter
1806,Coffee
1807,Coffee
1807,Yogurt
1808,Keeping It Local
1808,Coffee
1808,Coffee
1809,Coffee
1809,Eggs
1810,Coffee
1811,Coffee
1811,butter
1812,Tea
1813,Coffee
1813,Keeping It Local
1814,butter
1814,Coffee
1814,Smoothies
1815,Coffee
1815,Rice
1815,Eggs
1816,Coffee
1817,Coffee
1818,Coffee
1819,Coffee
1819,Tea
1819,Yogurt
1819,Sugar
1820,Coffee
1821,Coffee
1821,Bread
1821,Coffee
1821,Keeping It Local
1822,Tea
1823,Coffee
1823,Bread
1824,Yogurt
1825,Coffee
1826,Sandwich
1827,Yogurt
1827,Milk
1828,Coffee
1829,Coffee
1829,Cake
1830,Bread
1830,Tea
1831,Tomato sauce
1832,Bread
1832,Fudge
1832,Eggs
1832,butter
1833,Bread
1834,Tea
1834,Sugar
1834,Cake
1835,Juice
1835,Eggs
1836,Tea
1836,Cake
1837,Coffee
1837,Tea
1837,Sandwich
1837,Eggs
1837,Bread
1838,coffee sweetner
1839,Coffee
1839,Coffee
1840,Cookies
1840,Cooking oil
1840,Coffee
1840,Keeping It Local
1841,Hot chocolate
1841,Hot chocolate
1841,Bread
1841,coffee sweetner
1842,Bread
1843,Yogurt
1844,Coffee
1844,Juice
1844,butter
1845,Cookies
1846,Sugar
1847,Coffee
1847,Eggs
1848,Keeping It Local
1848,Coffee
1849,Tea
1850,Tea
1850,Eggs
1851,Milk
1851,Bread
1852,Milk
1852,Bread
1853,butter
1853,Keeping It Local
1853,Coffee
1853,Hot chocolate
1854,Bread
1855,Coffee
1856,Bread
1857,Coffee
1857,Cookies
1858,Coffee
1858,Coffee
1858,butter
1859,Tea
1860,Coffee
1860,Sugar
1860,Bread
1861,Sandwich
1861,Coke
1862,Cake
1862,Bread
1862,Tea
1862,Eggs
1863,Bread
1864,Coffee
1864,Eggs
1864,Sugar
1865,Bread
1866,Coffee
1867,Eggs
1868,Coffee
1868,Milk
1868,Eggs
1869,Tea
1869,Sugar
1870,Coffee
1870,butter
1871,Coffee
1872,Fudge
1872,Cake
1872,Coffee
1872,Tea
1873,Bread
1874,Coffee
1874,Cake
1875,Sandwich
1875,Coffee
1875,Coffee
1875,Tea
1875,Sugar
1875,Cake
1876,Coffee
1876,coffee sweetner
1876,Coffee
1876,Cake
1877,Coffee
1877,Coffee
1878,Mineral water
1879,Coffee
1879,Cookies
1880,Bread
1880,Cake
1881,Bread
1882,Coffee
1885,Tea
1885,Sugar
1885,Cake
1886,Hot chocolate
1886,Hot chocolate
1886,Eggs
1887,Hot chocolate
1888,Coffee
1888,Bread
1889,Cake
1889,Coffee
1890,Coffee
1890,Cake
1891,Hot chocolate
1891,Eggs
1891,Coffee
1892,Hot chocolate
1892,Eggs
1892,Coffee
1893,Coffee
1893,Hot chocolate
1893,Eggs
1894,Coffee
1894,Keeping It Local
1894,Bread
1895,Coffee
1896,Coffee
1897,Coffee
1898,Coffee
1898,Bread
1899,Coffee
1899,Sandwich
1900,Bread
1900,Keeping It Local
1900,Cake
1901,Coffee
1902,Sugar
1902,Cookies
1903,Bread
1904,Juice
1904,Bread
1905,Coffee
1905,Cookies
1906,Coffee
1907,Coffee
1907,Eggs
1907,Cookies
1907,Tea
1908,Tea
1908,Cookies
1909,Mineral water
1910,Coffee
1910,Bread
1910,Tea
1910,butter
1910,Tiffin
1910,Cake
1911,Coffee
1912,Cookies
1913,Sandwich
1914,Coffee
1915,Tea
1915,Sandwich
1916,Butter
1917,Sugar
1917,Tea
1919,Bread
1920,Bread
1920,Olum & polenta
1921,Bread
1922,Polenta
1922,Tea
1923,Coffee
1923,Sandwich
1924,Coffee
1925,Coffee
1925,Cake
1926,Tea
1926,Coffee
1926,coffee sweetner
1927,Coke
1928,Coffee
1929,Coffee
1930,Coffee
1930,Eggs
1931,Cookies
1931,Bread
1932,Coffee
1933,Coffee
1934,Bread
1935,Bread
1936,Coffee
1937,Coffee
1938,Hot chocolate
1939,butter
1940,Coffee
1940,Keeping It Local
1941,butter
1941,Bread
1942,Bread
1942,Keeping It Local
1943,butter
1944,Hot chocolate
1945,Coffee
1945,butter
1946,Bread
1946,Eggs
1947,Eggs
1947,Eggs
1947,butter
1947,coffee sweetner
1948,Coffee
1949,Coffee
1950,Tea
1950,Cake
1951,Coffee
1951,Bread
1952,Coffee
1953,Bread
1953,Tea
1953,Cake
1954,Bread
1954,Bread
1954,Coffee
1955,Coffee
1955,coffee sweetner
1956,Coffee
1957,Bread
1957,Cookies
1958,Bread
1958,Sandwich
1958,Tea
1959,Bread
1960,Tea
1960,Coffee
1960,Cake
1961,Bread
1962,Hot chocolate
1962,Sugar
1963,Bread
1964,Tea
1964,Coffee
1965,Coffee
1965,Cake
1966,The Nomad
1966,Bread
1966,Tea
1967,Coffee
1967,Smoothies
1968,Bread
1969,Bread
1970,Coffee
1970,Bread
1971,Coffee
1971,Cake
1972,Fudge
1972,Coffee
1972,Coffee
1972,Sandwich
1973,Sugar
1974,Bread
1974,Sandwich
1975,Coffee
1976,Bread
1976,Sugar
1977,Sandwich
1978,Coffee
1978,Sandwich
1978,Canned beans
1979,Coffee
1980,Tea
1980,Cake
1981,Coffee
1981,Bread
1982,Coffee
1982,Sandwich
1983,Coffee
1984,Cake
1985,Coffee
1985,coffee sweetner
1986,Coffee
1986,Cake
1987,Tea
1987,Tea
1988,Bread
1989,Tea
1989,Cake
1990,Sugar
1990,coffee sweetner
1991,Hack the stack
1991,Art Tray
1991,Coffee
1992,Tea
1993,Coffee
1993,Cake
1994,Coffee
1994,Coke
1995,Hack the stack
1995,Cooking oil
1995,Tea
1995,Art Tray
1996,Ella's Kitchen Pouches
1997,Coffee
1997,Eggs
1998,Coffee
1999,Coffee
1999,Coffee
2000,Coffee
2000,Bread
2001,Coffee
2001,Eggs
2002,Coffee
2003,Coffee
2004,Coffee
2004,butter
2004,Bread
2005,Bread
2005,Coffee
2006,Bread
2007,Keeping It Local
2007,Coffee
2007,Bread
2008,Coffee
2009,Coffee
2009,Coffee
2010,Keeping It Local
2010,Tea
2010,Sugar
2010,Bread
2011,Coffee
2011,butter
2012,Bread
2013,Coffee
2013,Cake
2014,Coffee
2014,Keeping It Local
2015,Coffee
2020,Bread
2020,Eggs
2021,Bread
2021,Focaccia
2018,Eggs
2018,Coffee
2019,Bread
2020,Coffee
2020,Coffee
2021,Coffee
2022,Bread
2023,Yogurt
2024,Coffee
2024,butter
2025,Cookies
2025,Juice
2025,Tea
2025,coffee sweetner
2026,Coffee
2026,coffee sweetner
2027,Coffee
2027,Sandwich
2028,Coffee
2029,Coffee
2029,Coffee
2030,Bread
2031,Coffee
2031,Bread
2033,Coffee
2034,Tea
2035,Sandwich
2035,Bread
2036,Tea
2036,Art Tray
2037,Bread
2038,Coffee
2038,Cake
2039,Mineral water
2039,Coffee
2040,Mineral water
2041,Fresh vegetables
2042,Coffee
2043,Bread
2043,Coffee
2044,Bread
2045,Hot chocolate
2045,Bread
2045,Sandwich
2048,Juice
2049,Bread
2050,Mineral water
2051,Sandwich
2051,Bread
2051,Butter
2052,Coffee
2052,Sandwich
2052,Bread
2053,Tea
2054,Tea
2055,Bread
2055,butter
2057,Coffee
2057,Tea
2058,Bread
2058,Sugar
2059,coffee sweetner
2059,coffee sweetner
2059,Bread
2061,Coffee
2061,Eggs
2062,Eggs
2063,Coffee
2063,Bread
2063,butter
2063,Eggs
2065,Tea
2065,coffee sweetner
2065,Cake
2066,Tea
2066,Sugar
2066,coffee sweetner
2066,butter
2066,Bread
2067,Eggs
2067,butter
2068,Sugar
2069,Bread
2070,Coffee
2071,Bread
2071,Coffee
2071,Bread
2072,Bread
2073,Bread
2073,Coffee
2073,Eggs
2074,Bread
2075,Bread
2076,butter
2077,Bread
2078,Yogurt
2079,Eggs
2079,Milk
2079,Coffee
2080,Coffee
2081,Coffee
2082,Bread
2082,Eggs
2083,Cake
2084,Rice
2084,Coffee
2085,Bread
2086,Milk
2087,Rice
2088,Milk
2089,Coffee
2090,Bread
2091,Bread
2092,Coffee
2092,Eggs
2093,Bread
2094,Eggs
2094,Bread
2094,Tea
2094,Coffee
2095,Bread
2096,Cake
2096,Rice
2096,Rice
2096,Butter
2097,Bread
2097,butter
2098,Coffee
2099,Coffee
2100,Milk
2101,Milk
2102,butter
2102,Eggs
2102,Coffee
2103,Eggs
2103,butter
2103,Bread
2103,Coffee
2104,Eggs
2104,Bread
2105,Coffee
2105,Tea
2105,butter
2106,Coffee
2107,Juice
2108,Coffee
2108,Coffee
2109,Rice
2109,Cake
2109,butter
2109,Tea
2109,Coffee
2109,Coffee
2110,Hot chocolate
2111,Rice
2112,Fresh vegetables
2112,Juice
2112,Bread
2112,Coffee
2113,Coffee
2113,Fudge
2114,Coffee
2114,Bread
2115,Bread
2116,Coffee
2116,Tea
2117,Coffee
2117,Sandwich
2118,Coffee
2118,Coke
2118,Sandwich
2119,Milk
2120,Tea
2120,Rice
2121,Bread
2121,Milk
2122,Coffee
2122,Coffee
2123,Coffee
2123,The Nomad
2123,Fresh vegetables
2124,Coffee
2124,Coffee
2124,Sandwich
2125,Coffee
2125,coffee sweetner
2126,Coffee
2126,Tea
2127,Milk
2128,Bread
2129,Mineral water
2130,coffee sweetner
2130,Rice
2130,Cake
2131,Tea
2132,Bread
2133,Bread
2134,Milk
2135,Coffee
2135,Bread
2135,Sandwich
2136,Hot chocolate
2136,Tea
2137,Rice
2138,Sandwich
2138,Coffee
2140,Bread
2141,Rice
2141,Coffee
2142,Coffee
2142,Coffee
2142,butter
2142,Cake
2143,Tea
2143,Hot chocolate
2143,Cookies
2143,Cake
2144,Cake
2145,Sandwich
2145,Bread
2146,Bakewell
2146,Coffee
2147,coffee sweetner
2147,Bread
2147,Tea
2148,Sandwich
2148,Eggs
2148,Tea
2148,Coffee
2149,Bread
2149,Tea
2149,coffee sweetner
2149,Eggs
2150,Bread
2150,Rice
2150,Coffee
2151,Hot chocolate
2151,Bread
2151,Rice
2151,Coffee
2151,butter
2152,Tea
2152,coffee sweetner
2153,Bakewell
2153,Cake
2154,Focaccia
2155,Tea
2155,butter
2155,Bakewell
2156,coffee sweetner
2156,coffee sweetner
2156,Coffee
2156,Coffee
2156,Coffee
2157,Coffee
2157,coffee sweetner
2158,Coffee
2158,The Nomad
2158,Bread
2159,Coffee
2160,Coffee
2160,Buttermie Dodgers
2160,Juice
2161,Eggs
2162,Coffee
2162,Tea
2162,Juice
2162,Smoothies
2162,Buttermie Dodgers
2162,Rice
2162,Juice
2162,Bakewell
2163,Cake
2163,butter
2164,Coffee
2164,Sugar
2165,Juice
2165,Buttermie Dodgers
2166,Coffee
2167,Coffee
2167,Bakewell
2168,Bread
2168,Tea
2168,butter
2169,Bread
2169,Coffee
2169,Bread
2169,Hot chocolate
2170,butter
2170,Coffee
2170,Hot chocolate
2171,Bread
2171,Bread
2171,Coffee
2172,coffee sweetner
2172,butter
2173,Bread
2174,Coffee
2174,Hot chocolate
2174,Rice
2175,Bread
2175,Coffee
2175,Coffee
2175,Smoothies
2175,butter
2176,Sugar
2176,Hot chocolate
2176,Coffee
2177,Fresh vegetables
2177,Canned beans
2178,Fudge
2179,Bread
2180,Coffee
2181,Coffee
2181,Keeping It Local
2182,Coffee
2182,Tea
2182,Eggs
2183,Eggs
2183,Buttermie Dodgers
2183,Tea
2183,Hot chocolate
2183,Rice
2184,Coffee
2185,Coffee
2185,Keeping It Local
2186,Coffee
2186,Eggs
2186,Coffee
2187,Bread
2187,Hot chocolate
2187,Eggs
2188,Bread
2189,Bread
2190,Rice
2190,Rice
2190,Sugar
2190,coffee sweetner
2190,Hot chocolate
2190,Coffee
2190,Coffee
2191,butter
2192,Sugar
2192,Coffee
2193,Buttermie Dodgers
2194,Coffee
2194,Canned beans
2195,Art Tray
2195,Canned beans
2195,Canned beans
2195,Tea
2195,Coffee
2196,Coffee
2196,Coffee
2196,Coffee
2196,coffee sweetner
2196,Sugar
2197,Coffee
2197,Coffee
2197,Eggs
2197,Canned beans
2198,Coffee
2198,Bread
2198,Yogurt
2199,Yogurt
2200,Coffee
2200,Tea
2200,Cake
2201,Canned beans
2201,Tea
2202,Hot chocolate
2202,Coffee
2202,Coffee
2203,Bakewell
2203,Cake
2204,Coffee
2204,Canned beans
2205,Coffee
2205,Rice
2206,Cake
2206,Sugar
2207,Coffee
2207,Coffee
2207,Sandwich
2207,Bakewell
2207,Cookies
2207,Art Tray
2208,Bakewell
2209,Coffee
2210,Coffee
2210,Coffee
2210,Eggs
2210,Cookies
2211,coffee sweetner
2211,Cake
2211,Coffee
2211,Coffee
2212,Fudge
2213,Mineral water
2214,Sugar
2214,Bakewell
2214,Bread
2214,Coffee
2215,Coffee
2215,Tea
2216,Coffee
2217,Coffee
2217,Bread
2218,butter
2219,Bread
2220,Eggs
2220,Coffee
2221,Coffee
2222,Ella's Kitchen Pouches
2222,Coffee
2223,Coffee
2223,butter
2224,Coffee
2225,Coffee
2225,Fresh vegetables
2226,Bread
2227,Coffee
2228,Tea
2228,Coffee
2229,Coffee
2229,Coffee
2229,Eggs
2229,butter
2230,butter
2230,Coffee
2231,Coffee
2231,Eggs
2232,Tea
2232,Coffee
2232,Keeping It Local
2234,butter
2234,Bread
2234,Cookies
2234,Coffee
2234,Bread
2235,Butter
2235,Sandwich
2235,Bread
2235,Smoothies
2236,Bread
2236,Cookies
2237,Bread
2238,Cookies
2238,Coffee
2238,Coffee
2239,Sandwich
2241,Hot chocolate
2242,Bread
2242,Coffee
2242,Bakewell
2242,Lemon and coconut
2243,Coffee
2244,Coffee
2244,Coffee
2244,Lemon and coconut
2244,Sandwich
2245,Tea
2246,Bread
2246,Coffee
2248,Bread
2249,Bread
2250,Coffee
2251,Coffee
2251,Hot chocolate
2251,butter
2251,Cake
2252,Bread
2253,Bread
2254,Bread
2255,Coffee
2255,Coffee
2256,Bread
2256,Tea
2256,Lemon and coconut
2256,Cake
2257,butter
2257,Eggs
2257,Coffee
2257,Tea
2258,Bread
2259,Tea
2259,Coffee
2259,Tiffin
2259,Cookies
2259,Ella's Kitchen Pouches
2260,Coffee
2261,butter
2261,butter
2262,butter
2262,Bread
2262,Coffee
2263,Tea
2263,Keeping It Local
2264,Coffee
2265,Coffee
2265,Eggs
2266,Bread
2267,Keeping It Local
2267,Coffee
2267,Coffee
2268,Hot chocolate
2268,butter
2269,Bread
2270,Coffee
2270,Tea
2271,Bread
2272,Coke
2273,Bread
2274,Bread
2274,Bread
2275,Coffee
2275,Coffee
2275,Eggs
2275,butter
2276,Rice
2276,Coffee
2277,Coffee
2277,Rice
2278,Coffee
2278,Bread
2279,Yogurt
2280,Rice
2280,Coffee
2281,Bread
2281,Coffee
2281,Bread
2282,Coffee
2283,Coffee
2284,Milk
2284,Yogurt
2285,Coffee
2286,Tea
2287,Coffee
2287,Rice
2288,Bread
2289,Bread
2289,Milk
2290,Tea
2291,Eggs
2291,Coffee
2294,Tea
2295,Tea
2295,Sandwich
2296,Coffee
2296,Cake
2297,Coffee
2297,Cake
2297,Rice
2298,Cookies
2300,Tea
2301,Sandwich
2302,Yogurt
2303,Cake
2303,Sandwich
2304,Coffee
2304,Hot chocolate
2304,Cake
2304,Bread
2305,Tea
2305,Tea
2305,Rice
2307,Coffee
2307,Tea
2307,Bread
2307,Fudge
2307,Butter
2308,Juice
2308,Tea
2308,Cookies
2309,Coffee
2309,Bread
2309,Cake
2310,Coke
2311,Tiffin
2311,butter
2312,coffee sweetner
2313,Tiffin
2313,Coffee
2314,Bread
2315,Bread
2316,Eggs
2316,Bread
2317,Cake
2317,Bread
2318,Bread
2319,Yogurt
2320,Eggs
2320,butter
2321,Keeping It Local
2321,Cookies
2321,Coffee
2322,Coffee
2322,Coffee
2323,Coffee
2323,Tea
2323,Hot chocolate
2324,Smoothies
2325,Coffee
2325,Keeping It Local
2326,Coffee
2327,Yogurt
2328,Tea
2328,Tea
2329,Bread
2329,Eggs
2330,butter
2330,Bread
2331,Coffee
2331,butter
2332,Coffee
2332,Keeping It Local
2333,Coffee
2334,Bread
2335,Bread
2335,Cookies
2337,Coffee
2338,Bread
2339,Keeping It Local
2339,Coffee
2339,Fudge
2339,Butter
2340,Tea
2340,Hot chocolate
2340,Keeping It Local
2340,Coffee
2340,Art Tray
2341,Coffee
2342,Coffee
2342,Cake
2343,Bread
2343,Bread
2343,Buttermie Dodgers
2344,Rice
2344,Smoothies
2346,Coffee
2346,Coffee
2346,Buttermie Dodgers
2346,Cookies
2347,Coffee
2347,Cake
2347,Bread
2348,Bread
2348,Rice
2348,Cookies
2350,Bread
2351,Tea
2352,Hot chocolate
2352,Bread
2352,coffee sweetner
2353,Tea
2354,Rice
2355,Sandwich
2355,Mineral water
2355,Bread
2355,Coffee
2355,coffee sweetner
2355,Bread
2356,Sandwich
2356,coffee sweetner
2357,Coffee
2358,Coffee
2358,Coffee
2358,Rice
2359,Coffee
2359,Tiffin
2360,Coffee
2360,Bread
2361,Hot chocolate
2361,Cookies
2361,Hot chocolate
2362,Tea
2363,Bread
2363,Hot chocolate
2364,Hot chocolate
2364,Fudge
2365,Coffee
2366,Coffee
2366,Tiffin
2367,Tiffin
2367,Bread
2367,Bread
2368,Bread
2369,Bread
2369,butter
2369,Butter
2370,Hot chocolate
2371,Coffee
2371,Hot chocolate
2371,butter
2371,Bread
2372,butter
2372,Coffee
2373,Bread
2373,Tea
2373,Rice
2373,butter
2374,Bread
2374,Coffee
2374,Coffee
2375,Coffee
2375,butter
2376,Tea
2377,Tea
2378,Tea
2378,The Nomad
2379,Coffee
2380,Eggs
2381,Yogurt
2382,Bread
2383,Coffee
2383,Coffee
2384,Yogurt
2385,Bread
2385,Coffee
2385,butter
2385,Keeping It Local
2386,Bread
2386,Coffee
2387,Canned beans
2388,Bread
2389,Fudge
2390,Milk
2391,Bread
2391,coffee sweetner
2391,Bread
2392,Sandwich
2392,Coke
2392,Juice
2392,Coffee
2393,Yogurt
2395,Bread
2396,Coffee
2396,Eggs
2397,butter
2397,Bread
2397,Coffee
2398,Sandwich
2398,Coffee
2399,Bread
2400,Rice
2400,Bread
2401,Coffee
2402,Coffee
2402,Rice
2403,Coffee
2404,Fudge
2404,Spread
2406,Bread
2407,Coffee
2407,butter
2407,Bread
2408,Coffee
2408,Cake
2409,Coffee
2410,Bread
2412,Tea
2413,Coffee
2414,Hot chocolate
2414,Coffee
2414,Cake
2415,Tea
2415,Bread
2416,Cake
2417,Eggs
2418,Coffee
2418,butter
2419,Coffee
2420,Coffee
2421,Bread
2422,Coffee
2422,Cake
2423,Bread
2424,Coffee
2425,Coffee
2426,Tea
2427,Keeping It Local
2427,Coffee
2428,Sandwich
2428,Tea
2429,Coffee
2430,Coffee
2430,Coffee
2431,Coffee
2432,Bread
2433,Tea
2433,Bread
2434,butter
2434,Coffee
2435,Coffee
2435,Bread
2435,butter
2436,Coffee
2436,Eggs
2437,Tea
2437,Coffee
2438,Bread
2439,Coffee
2440,Coffee
2440,Coffee
2440,Eggs
2440,butter
2440,Cookies
2441,Bread
2441,Cake
2442,Bread
2442,Coffee
2443,Bread
2444,Coffee
2445,Toast
2446,Hot chocolate
2446,Hot chocolate
2447,Fudge
2447,Milk
2448,Eggs
2448,Coffee
2449,Coffee
2449,butter
2450,Coffee
2450,Eggs
2450,Cake
2451,Sandwich
2451,Yogurt
2451,Fudge
2452,Sandwich
2452,Frozen pizza
2453,Sandwich
2453,Bread
2454,Sandwich
2457,Coffee
2458,Sandwich
2458,Sandwich
2458,Bread
2459,Sandwich
2459,Coke
2460,Sandwich
2460,Coke
2461,Sandwich
2462,Sandwich
2462,Frozen pizza
2463,Hot chocolate
2464,Coffee
2464,Rice
2466,Bread
2467,Bread
2468,Bread
2469,Coffee
2469,coffee sweetner
2470,Bread
2470,Sandwich
2471,Bread
2471,Frozen pizza
2472,Coffee
2472,Eggs
2473,Cake
2474,Tomato sauce
2475,Cake
2475,Coffee
2476,Frozen pizza
2477,Frozen pizza
2477,Hot chocolate
2477,Mineral water
2477,Cookies
2478,Coffee
2478,Tea
2478,Frozen pizza
2479,Bread
2481,Coffee
2482,Bread
2486,Butter
2486,Bread
2486,Milk
2487,Bread
2487,Bread
2487,Milk
2488,Coffee
2488,Eggs
2489,butter
2489,Bread
2490,Bread
2491,Yogurt
2492,Frozen pizza
2492,Hot chocolate
2492,Coffee
2492,Coffee
2493,Yogurt
2493,butter
2493,Eggs
2493,Hot chocolate
2493,Coffee
2494,Bread
2495,Bread
2495,Bread
2495,Coffee
2496,Coffee
2496,Milk
2497,Bread
2498,Coffee
2498,Eggs
2498,butter
2499,Bread
2499,Milk
2500,Coffee
2500,Frozen pizza
2501,Coffee
2502,Bread
2503,Bread
2503,butter
2504,Coffee
2504,Bread
2505,Bread
2506,Bread
2507,Coffee
2508,Coffee
2508,Frozen pizza
2509,Cake
2510,Coffee
2511,Bread
2511,Fudge
2512,Eggs
2512,Bread
2512,Yogurt
2513,Rice
2513,Frozen pizza
2514,Coffee
2515,Coffee
2515,coffee sweetner
2515,Frozen pizza
2516,Coffee
2517,Tea
2517,Frozen pizza
2518,Juice
2518,Tea
2518,Cake
2519,Coffee
2519,Fresh vegetables
2519,Fudge
2519,Butter
2520,Bread
2521,Coffee
2521,Eggs
2522,Tea
2522,Bread
2522,Bread
2523,Coke
2524,Coffee
2524,Eggs
2525,Bread
2526,Tomato sauce
2526,Bread
2527,Coffee
2527,Bread
2527,Tea
2527,butter
2527,Cake
2528,Sandwich
2529,Hot chocolate
2530,Coffee
2530,Sandwich
2530,Sandwich
2532,Sandwich
2532,Tea
2532,Coffee
2533,Coffee
2533,Frozen pizza
2534,Cake
2535,Bread
2535,Cookies
2536,Coffee
2536,Sandwich
2537,Cake
2537,Frozen pizza
2537,Coffee
2538,Mineral water
2538,Bread
2539,Coffee
2539,Bread
2540,Rice
2540,Cake
2540,Frozen pizza
2541,Tea
2541,Frozen pizza
2543,Rice
2543,butter
2545,Rice
2545,Cake
2545,Coffee
2545,Coffee
2546,Cake
2547,Tea
2547,Bread
2547,Frozen pizza
2547,Cake
2548,Coffee
2548,Eggs
2549,Butter
2549,Fudge
2550,Frozen pizza
2550,butter
2551,Fudge
2551,Hot chocolate
2552,Cake
2552,Sandwich
2552,Sandwich
2552,Juice
2552,Coffee
2552,Coffee
2552,Sandwich
2553,Bread
2554,Juice
2554,Coffee
2554,Coffee
2555,Frozen pizza
2555,Bread
2555,Coffee
2555,Hot chocolate
2556,Coffee
2556,Frozen pizza
2556,Rice
2556,Hot chocolate
2557,Bread
2558,Eggs
2559,Cake
2559,coffee sweetner
2560,Hot chocolate
2561,Coffee
2561,Coffee
2562,Coffee
2563,Coffee
2563,Tea
2564,Butter
2564,Cake
2564,Bread
2564,Coffee
2565,Coffee
2566,Tea
2566,Frozen pizza
2567,Bread
2568,Bread
2569,Smoothies
2569,Rice
2569,Hot chocolate
2569,Toast
2570,coffee sweetner
2570,Rice
2570,Eggs
2571,Bread
2571,Coffee
2571,Frozen pizza
2572,Tea
2572,Juice
2573,Coffee
2573,Coffee
2573,Bread
2574,butter
2575,Bread
2575,Tea
2575,butter
2576,Coffee
2576,Eggs
2577,Coffee
2577,Eggs
2578,Bread
2579,butter
2579,Bread
2580,Bread
2580,Toast
2581,Bread
2581,Eggs
2581,Toast
2582,Coffee
2582,Frozen pizza
2582,butter
2583,Coffee
2583,Tea
2583,Rice
2583,Rice
2584,Coffee
2584,Toast
2585,Coffee
2585,Coffee
2585,Eggs
2585,butter
2586,Bread
2586,Ella's Kitchen Pouches
2587,Coffee
2587,Toast
2588,Bread
2588,Eggs
2589,Hot chocolate
2589,Tea
2590,Bread
2590,Rice
2591,Coffee
2591,Bread
2591,Coffee
2592,Yogurt
2593,Coffee
2593,Coffee
2594,Bread
2594,coffee sweetner
2594,Cookies
2595,Coffee
2595,Eggs
2595,butter
2595,coffee sweetner
2596,Bread
2596,Coffee
2597,Bread
2598,Coffee
2598,Tomato sauce
2599,Coffee
2599,Fudge
2599,Fudge
2599,Bread
2600,Bread
2601,Coffee
2601,Bread
2602,Bread
2603,Coffee
2603,Eggs
2603,Crepes
2603,coffee sweetner
2604,Coffee
2604,Coffee
2604,Cake
2605,Bread
2605,Coffee
2605,Cake
2605,Cookies
2606,Coffee
2607,Bread
2608,Yogurt
2609,Bread
2610,Coffee
2610,Eggs
2611,Hot chocolate
2611,Tea
2611,Coffee
2611,Coffee
2611,Cake
2612,Tea
2612,Hot chocolate
2612,Tomato sauce
2613,Hot chocolate
2613,Hot chocolate
2613,Hot chocolate
2614,Coffee
2614,Coffee
2614,Coffee
2614,Sandwich
2614,Crepes
2615,Bread
2615,Crepes
2616,Bread
2616,Rice
2616,Cake
2616,Coffee
2616,Eggs
2617,Coffee
2618,Bread
2618,Coffee
2618,Cookies
2619,Eggs
2619,Crepes
2620,Rice
2621,Eggs
2621,Tea
2622,butter
2623,Tea
2624,Coffee
